,Unnamed: 0,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,eos,rules_sum,scores_sum,warning_scores,warning_PAINS
21317,901,O=C(NCCc1ccnn1-c1ccccc1)N[C@H]1CC12CCOCC2,-1.955,1.906,1.327,0.456,0.008,0.008,0.004,0.011,-5.274,3.990492768934928e-05,0.955,65.55950164794922%,0.883,27.201244354248047%,0.112,0.065,0.524,0.77,0.529,0.617,0.032,0.565,0.116,0.358,7.244,0.402,0.045,0.345,0.126,0.093,0.035,0.869,0.294,0.395,0.003,0.01,0.043,0.446,2.256,3.232,2.869,0.006,0.002,0.512,0.056,0.297,0.003,0.068,0.521,0.448,0.011,0.379,0.285,340.19,348.703,0.976,6,2,68.18,7,4,6,6,0,21,0.333,1,0,0,0,0,1,0,0,2,0.877,3.643,0.474,90.0,-1.171,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21271,4,16,,None
21324,908,Cn1ncc2c1CN(C(=O)CNC(=O)c1ccc(C(C)(C)C)cc1)C2,-3.794,2.549,2.63,0.859,0.7,0.008,0.006,0.036,-5.15,1.904643795569428e-05,0.946,79.70314025878906%,1.307,29.05569076538086%,0.077,0.118,0.556,0.682,0.413,0.367,0.156,0.785,0.423,0.378,7.912,0.558,0.078,0.205,0.084,0.009,0.077,0.094,0.105,0.035,0.003,0.009,0.016,0.237,1.965,2.679,3.771,0.011,0.006,0.167,0.014,0.113,0.023,0.013,0.29,0.004,0.015,0.025,0.007,340.19,354.623,0.959,6,1,67.23,6,3,8,6,0,17,0.353,0,0,0,0,0,1,1,0,1,0.929,2.392,0.421,42.963,-1.81,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21572,4,16,,None
21330,914,Cc1cc(CNC(=O)[C@]23CCC[C@H]2[C@@H]3Br)no1,-3.283,1.997,1.877,0.0,0.001,0.011,0.002,0.018,-4.599,1.4841891243122518e-05,0.964,64.896240234375%,0.698,31.366079330444336%,0.768,0.844,0.774,0.836,0.169,0.144,0.014,0.675,0.355,0.455,5.724,0.445,0.051,0.346,0.642,0.246,0.677,0.471,0.438,0.917,0.014,0.022,0.904,0.47,3.023,3.356,3.972,0.139,0.07,0.013,0.242,0.552,0.008,0.03,0.345,0.017,0.318,0.114,0.129,298.03,241.387,1.235,4,1,55.13,4,3,6,5,0,13,0.308,3,2,0,3,0,0,2,1,1,0.87,3.926,0.667,61.2,-0.62,1,1,0,0,Accepted,Accepted,Accepted,Accepted,EOS21574,4,16,,None
21357,941,C[C@H]1CCN(CCO)CCN1Cc1ccccc1,-1.051,1.213,1.528,0.015,0.967,0.009,0.045,0.091,-4.629,3.122257476206869e-05,0.972,23.733293533325195%,2.215,66.77198028564453%,0.037,0.081,0.03,0.898,0.001,0.095,0.927,0.872,0.003,0.628,13.251,0.467,0.078,0.49,0.028,0.012,0.092,0.063,0.698,0.134,0.022,0.053,0.945,0.267,2.141,2.946,3.221,0.061,0.003,0.008,0.003,0.2,0.008,0.003,0.144,0.006,0.006,0.007,0.006,248.19,273.758,0.907,3,1,26.71,4,2,7,3,0,13,0.308,1,0,0,0,0,0,0,0,0,0.876,2.308,0.6,34.167,-1.16,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21585,4,16,,None
21358,942,COC(C(=O)NC1CCN(Cc2cccnc2)CC1)c1ccccc1,-1.153,1.566,1.597,0.008,0.958,0.42,0.954,0.982,-4.793,3.325487705296837e-05,0.979,61.40120315551758%,2.944,39.31726837158203%,0.034,0.173,0.234,0.671,0.055,0.078,0.578,0.505,0.221,0.621,8.089,0.305,0.395,0.154,0.044,0.015,0.365,0.417,0.694,0.039,0.003,0.009,0.936,0.265,2.184,3.122,3.444,0.457,0.008,0.018,0.033,0.188,0.009,0.012,0.106,0.014,0.148,0.019,0.011,339.19,360.922,0.94,5,1,54.46,7,3,6,5,0,19,0.368,1,0,0,0,0,2,0,0,1,0.879,2.473,0.4,50.357,-1.456,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21586,4,16,,None
21370,954,COc1ccncc1CNC(=O)C1C[C@H](C)CC(=O)N1,-1.27,0.612,0.293,0.001,0.048,0.009,0.004,0.026,-4.791,5.744951977249002e-06,0.962,19.841814041137695%,0.788,77.43038177490234%,0.03,0.297,0.136,0.146,0.067,0.126,0.009,0.262,0.285,0.128,5.887,0.79,0.035,0.187,0.129,0.022,0.145,0.721,0.39,0.161,0.003,0.011,0.046,0.349,1.797,2.199,3.548,0.098,0.002,0.009,0.005,0.096,0.009,0.009,0.054,0.015,0.022,0.024,0.007,277.14,279.766,0.991,6,2,80.32,5,2,6,6,0,14,0.357,2,0,0,0,0,1,1,0,0,0.845,3.27,0.5,40.571,-0.216,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21295,4,16,,None
21403,987,CC1=C(c2ccco2)CN(C(=O)c2cnc3cc(C)nn3c2C)CC1,-2.873,2.722,2.201,0.2,0.024,0.005,0.006,0.004,-4.748,2.949040754174348e-05,0.659,72.84017944335938%,1.866,37.895877838134766%,0.715,0.293,0.793,0.702,0.675,0.535,0.07,0.857,0.395,0.603,10.05,0.551,0.117,0.473,0.601,0.013,0.209,0.772,0.056,0.659,0.003,0.01,0.133,0.283,1.904,3.064,3.401,0.014,0.004,0.177,0.03,0.157,0.007,0.004,0.619,0.011,0.046,0.014,0.027,336.16,343.43,0.979,6,0,63.64,3,4,9,6,0,22,0.136,0,0,0,0,0,0,1,0,1,0.72,2.849,0.316,49.28,-1.825,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21603,4,16,,None
21419,1003,COc1ccc2c(c1)CCCN(C(=O)c1cc3n(n1)CCO3)C2,-3.081,2.186,2.284,0.2,0.001,0.006,0.988,0.821,-4.833,3.734104393515736e-05,0.966,84.70341491699219%,1.257,13.666479110717773%,0.668,0.934,0.76,0.723,0.537,0.757,0.208,0.915,0.369,0.368,8.556,0.198,0.066,0.412,0.472,0.012,0.643,0.548,0.097,0.153,0.003,0.018,0.012,0.633,2.55,3.0,4.191,0.025,0.013,0.638,0.154,0.24,0.014,0.011,0.628,0.048,0.012,0.024,0.039,313.14,311.905,1.004,6,0,56.59,3,4,11,6,0,22,0.136,0,0,0,0,0,0,1,0,0,0.849,2.695,0.412,50.0,-1.255,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21610,4,16,,None
21421,1005,C[C@]1(NC(=O)Cn2nc3n(c2=O)CCCC3)CCOc2ccccc21,-2.722,1.609,1.747,0.012,0.003,0.003,0.02,0.386,-4.876,2.705955193960108e-05,0.759,63.66916275024414%,0.721,38.49189758300781%,0.034,0.512,0.079,0.811,0.097,0.841,0.012,0.131,0.445,0.919,3.523,0.814,0.031,0.324,0.364,0.027,0.049,0.261,0.061,0.336,0.003,0.011,0.072,0.519,1.963,2.845,3.088,0.003,0.004,0.215,0.007,0.134,0.009,0.01,0.356,0.014,0.024,0.248,0.13,342.17,340.197,1.006,7,1,78.15,4,4,10,7,0,23,0.174,1,0,0,0,0,0,1,0,1,0.909,3.334,0.5,77.407,-1.189,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21319,4,16,,None
21423,1007,CN(C)CCSc1nc(CC(=O)NC[C@H](O)C2CC2)cs1,-1.181,1.293,1.173,0.0,0.177,0.026,0.003,0.006,-5.137,4.253556653566193e-06,0.962,26.78639793395996%,1.96,69.4965591430664%,0.248,0.327,0.54,0.587,0.053,0.452,0.025,0.808,0.102,0.33,8.898,0.375,0.076,0.213,0.611,0.032,0.074,0.18,0.372,0.093,0.003,0.013,0.871,0.779,2.035,3.392,4.047,0.07,0.002,0.014,0.007,0.122,0.006,0.023,0.076,0.006,0.022,0.009,0.005,329.12,313.267,1.051,5,2,65.46,10,2,5,7,0,9,1.111,1,0,0,0,0,1,1,0,1,0.667,3.074,0.714,39.0,-1.751,3,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21320,4,16,,None
21430,1014,Cn1nc(-c2cccc(OCCc3ccccc3)c2)n(C)c1=O,-4.753,3.513,3.444,0.411,0.263,0.004,0.011,0.092,-4.523,2.6492700271774083e-05,0.962,95.33283996582031%,0.56,2.3704912662506104%,0.825,0.907,0.941,0.525,0.827,0.499,0.188,0.472,0.42,0.911,4.583,0.799,0.125,0.395,0.216,0.117,0.021,0.069,0.038,0.428,0.003,0.074,0.119,0.64,3.699,4.199,4.702,0.01,0.014,0.206,0.03,0.693,0.006,0.007,0.618,0.006,0.05,0.312,0.033,309.15,323.694,0.955,5,0,49.05,5,3,6,5,0,18,0.278,0,0,0,0,0,0,0,0,1,0.727,2.061,0.222,16.0,-1.085,1,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS20781,3,16,,None
21431,1015,Cc1nc(CCCC(=O)N2CCCNC(=O)C2C)cs1,-0.724,-0.069,0.236,0.006,0.141,0.004,0.892,0.938,-4.716,2.623865111672785e-05,0.994,20.05211067199707%,0.899,77.66280364990234%,0.025,0.216,0.304,0.261,0.033,0.444,0.016,0.25,0.107,0.307,6.241,0.429,0.011,0.545,0.33,0.007,0.151,0.607,0.14,0.01,0.003,0.012,0.292,0.263,2.014,2.799,3.977,0.018,0.002,0.01,0.009,0.159,0.016,0.047,0.434,0.064,0.044,0.009,0.049,295.14,292.121,1.01,5,1,62.3,5,2,7,6,0,14,0.357,1,0,0,0,0,0,1,0,1,0.916,2.952,0.643,40.174,-1.081,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21322,4,16,,None
21446,1030,O=C(N[C@H]1CCOc2ccccc21)C1CCCCC1,-4.358,3.301,3.132,0.946,0.199,0.003,0.97,0.985,-4.665,2.952092472696677e-05,0.409,92.06809997558594%,0.752,7.621567726135254%,0.484,0.931,0.887,0.699,0.493,0.826,0.224,0.886,0.614,0.278,4.055,0.352,0.114,0.331,0.237,0.377,0.631,0.938,0.526,0.539,0.004,0.05,0.723,0.668,4.056,4.769,4.339,0.061,0.008,0.295,0.568,0.436,0.006,0.639,0.156,0.534,0.405,0.451,0.371,259.16,277.654,0.933,3,1,38.33,3,3,10,3,0,18,0.167,1,0,0,0,0,0,1,0,0,0.885,2.408,0.562,52.08,-1.005,0,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS20784,3,16,,None
21467,1051,CN(CC(C)(C)CO)C(O)c1cc(O)n(C)c1-c1cccnc1,-1.957,1.052,0.375,0.0,0.021,0.015,0.005,0.081,-5.065,7.982802344486117e-06,0.915,51.38371276855469%,1.92,63.729347229003906%,0.089,0.406,0.035,0.798,0.008,0.6,0.038,0.869,0.065,0.347,4.308,0.74,0.061,0.226,0.157,0.042,0.091,0.793,0.465,0.112,0.003,0.012,0.904,0.281,1.589,2.6,3.335,0.004,0.002,0.027,0.02,0.104,0.006,0.004,0.063,0.004,0.004,0.049,0.006,319.19,331.654,0.962,6,3,81.75,6,2,6,6,0,11,0.545,1,0,0,0,0,2,0,0,2,0.707,3.724,0.471,32.0,-0.523,0,1,0,0,Accepted,Accepted,Accepted,Accepted,EOS20788,4,16,,None
21469,1053,CC(C(=O)NC(N)=O)N1CCC(c2nc3ccccc3s2)CC1,-2.707,1.9,2.248,0.003,0.99,0.005,0.004,0.921,-5.315,1.0334179933124688e-05,0.913,57.93895721435547%,1.535,34.75841522216797%,0.529,0.747,0.53,0.64,0.204,0.074,0.731,0.746,0.03,0.545,3.505,0.312,0.105,0.19,0.495,0.033,0.262,0.79,0.069,0.081,0.003,0.008,0.804,0.429,2.087,3.184,3.508,0.017,0.002,0.012,0.002,0.106,0.02,0.008,0.057,0.014,0.006,0.355,0.018,332.13,323.881,1.025,6,3,88.32,5,3,9,7,0,18,0.278,1,0,0,0,0,0,2,0,2,0.9,2.632,0.438,58.391,-2.127,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21701,4,16,,None
21472,1056,COc1ccccc1CNC(=O)Cn1c(O)c(C)n(-c2ccccc2)c1=O,-2.094,2.145,1.797,0.004,0.192,0.006,0.014,0.097,-4.688,3.1228883017320186e-05,0.886,86.40291595458984%,0.524,7.802914619445801%,0.087,0.115,0.197,0.507,0.602,0.655,0.35,0.215,0.416,0.818,4.145,0.894,0.028,0.364,0.616,0.016,0.01,0.048,0.088,0.092,0.003,0.017,0.049,0.677,2.498,3.822,3.68,0.006,0.009,0.194,0.009,0.11,0.007,0.005,0.048,0.006,0.007,0.033,0.012,367.15,373.23,0.984,7,2,85.49,7,3,6,7,0,19,0.368,0,0,0,0,0,0,1,0,2,0.698,2.215,0.2,18.0,-1.376,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21634,4,16,,None
21496,1080,CC(=O)Nc1ccc(C(=O)NC[C@@H](c2ccc(C)o2)N2CCOCC2)cc1,-1.902,1.809,1.339,0.013,0.932,0.013,0.057,0.936,-5.164,1.475694079999812e-05,0.394,44.759620666503906%,1.09,62.504051208496094%,0.044,0.11,0.213,0.783,0.244,0.229,0.023,0.69,0.072,0.565,4.018,0.748,0.038,0.669,0.521,0.081,0.058,0.075,0.107,0.829,0.003,0.01,0.1,0.275,2.055,3.125,3.496,0.005,0.003,0.028,0.004,0.279,0.01,0.005,0.405,0.013,0.004,0.115,0.031,371.18,378.503,0.981,7,2,83.81,8,3,6,7,0,19,0.421,1,0,0,3,0,1,4,0,3,0.814,2.606,0.4,55.857,-1.882,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21713,4,16,,None
21500,1084,NCc1cccc(S(=O)(=O)NCc2cccc(F)c2)c1,-1.093,1.629,1.863,0.005,0.001,0.006,0.001,0.001,-4.872,7.759239088045433e-05,0.076,40.078067779541016%,1.487,41.138946533203125%,0.934,0.263,0.917,0.082,0.505,0.601,0.935,0.862,0.847,0.287,5.914,0.175,0.333,0.619,0.684,0.021,0.522,0.951,0.104,0.086,0.059,0.025,0.415,0.5,3.304,3.497,5.036,0.114,0.009,0.032,0.015,0.108,0.006,0.01,0.332,0.01,0.011,0.075,0.005,294.08,281.919,1.043,4,3,72.19,5,2,6,6,0,14,0.357,0,1,0,0,0,1,1,1,0,0.882,1.847,0.143,13.0,-1.963,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21645,4,16,,None
21510,1094,CNC(=O)NC(=O)CN1CCN(Cc2ccc3c(c2)OCO3)CC1,-1.313,0.739,0.176,0.0,0.062,0.007,0.014,0.011,-5.458,2.285198388563004e-05,0.971,48.843318939208984%,1.146,59.16008758544922%,0.217,0.406,0.479,0.817,0.17,0.56,0.792,0.649,0.669,0.42,9.044,0.746,0.544,0.064,0.095,0.041,0.032,0.168,0.254,0.363,0.003,0.009,0.838,0.281,1.792,2.653,2.751,0.008,0.017,0.016,0.002,0.121,0.009,0.002,0.24,0.005,0.002,0.015,0.119,334.16,325.589,1.026,8,2,83.14,7,3,9,8,0,18,0.389,0,0,0,0,0,0,2,0,2,0.806,2.103,0.5,38.667,-1.548,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21718,4,16,,None
21540,1124,Cn1c(CN2CCCc3ccccc32)cc(=O)n(C)c1=O,-1.986,2.167,2.007,0.02,0.107,0.01,0.003,0.009,-4.719,2.6255884222337045e-05,0.941,61.730926513671875%,0.945,25.65503692626953%,0.653,0.949,0.429,0.812,0.192,0.49,0.079,0.805,0.119,0.893,2.765,0.713,0.057,0.257,0.086,0.154,0.026,0.296,0.24,0.056,0.003,0.108,0.068,0.693,3.409,4.097,5.088,0.005,0.002,0.623,0.019,0.076,0.005,0.005,0.055,0.005,0.004,0.019,0.006,285.15,294.375,0.969,5,0,47.24,2,3,10,5,0,19,0.105,0,0,0,1,0,0,0,0,1,0.828,2.29,0.375,38.636,-1.148,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21731,4,16,,None
21548,1132,CN(C)CC(C)(C)C1CCN(C(=O)c2ccc(C(N)=O)cc2)CC1,-2.589,1.6,1.974,0.01,0.143,0.008,0.003,0.022,-5.508,6.900583230162738e-06,0.743,37.136051177978516%,2.405,70.47847747802734%,0.028,0.689,0.03,0.576,0.032,0.525,0.117,0.883,0.006,0.292,6.429,0.114,0.508,0.122,0.058,0.001,0.366,0.223,0.178,0.056,0.003,0.019,0.925,0.278,2.563,3.33,3.943,0.512,0.003,0.015,0.004,0.208,0.008,0.004,0.102,0.005,0.01,0.013,0.004,331.23,357.456,0.927,5,2,66.64,6,2,6,5,0,14,0.429,0,0,0,0,0,1,1,0,0,0.9,2.317,0.579,37.333,-1.149,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21663,4,16,,None
21551,1135,O=C(C1CCCO1)N1CCN(Cc2ccncc2)CC1,0.284,0.627,0.061,0.008,0.73,0.806,0.235,0.337,-5.186,1.4400739928532856e-05,0.881,21.408655166625977%,1.323,70.97478485107422%,0.06,0.431,0.417,0.866,0.234,0.657,0.072,0.78,0.308,0.653,4.156,0.505,0.392,0.236,0.421,0.016,0.602,0.124,0.923,0.233,0.003,0.023,0.982,0.435,1.981,2.472,3.683,0.294,0.005,0.05,0.031,0.091,0.012,0.005,0.515,0.035,0.614,0.018,0.037,275.16,282.352,0.975,5,0,45.67,4,3,6,5,0,18,0.222,1,0,0,0,0,2,0,0,1,0.822,2.495,0.6,51.333,-1.305,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21665,4,16,,None
21552,1136,CC[C@H](C)n1c(C)c(C)n2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc12,-1.507,1.927,1.594,0.96,0.882,0.009,0.239,0.89,-4.856,7.4281651905039325e-06,0.887,71.70956420898438%,1.723,33.320274353027344%,0.034,0.401,0.061,0.889,0.224,0.37,0.044,0.631,0.471,0.93,2.486,0.784,0.57,0.484,0.099,0.064,0.005,0.037,0.072,0.744,0.003,0.022,0.403,1.158,2.369,4.161,3.749,0.001,0.002,0.06,0.003,0.08,0.12,0.006,0.384,0.004,0.005,0.007,0.007,402.24,399.419,1.007,9,0,78.7,5,4,12,9,0,22,0.227,1,1,0,3,0,1,0,0,1,0.638,3.265,0.65,81.061,-1.79,0,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS21736,3,16,,None
21567,1151,CN(Cc1ccccn1)[C@H]1CCCN(C(=O)COCc2ccnn2C)CC1,0.359,0.459,0.306,0.025,0.048,0.015,0.01,0.027,-5.181,1.4889486010360995e-05,0.924,78.61744689941406%,1.335,44.02352523803711%,0.008,0.094,0.036,0.819,0.008,0.058,0.016,0.567,0.024,0.6,5.296,0.592,0.165,0.551,0.094,0.014,0.017,0.748,0.56,0.775,0.003,0.02,0.054,0.129,1.645,2.236,3.482,0.022,0.004,0.014,0.005,0.116,0.025,0.004,0.505,0.005,0.006,0.011,0.006,371.23,385.552,0.963,7,0,63.49,8,3,7,7,0,19,0.421,1,0,0,0,0,3,0,0,1,0.743,3.006,0.55,54.194,-2.242,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21670,4,16,,None
21568,1152,Cc1nc(=O)c(CCC(=O)Nc2cccc(Br)c2)c(C)[nH]1,-3.014,1.924,1.823,0.059,0.087,0.752,0.004,0.003,-4.914,1.9841958419419825e-05,0.819,94.72978973388672%,0.977,7.723006725311279%,0.839,0.95,0.806,0.064,0.281,0.132,0.736,0.189,0.341,0.522,2.557,0.751,0.068,0.409,0.666,0.024,0.55,0.764,0.375,0.857,0.004,0.031,0.761,0.321,2.415,3.376,4.355,0.013,0.001,0.208,0.006,0.102,0.011,0.003,0.02,0.009,0.008,0.057,0.01,349.04,302.282,1.155,5,2,74.85,5,2,6,6,0,14,0.357,0,1,0,1,0,0,4,1,1,0.89,2.155,0.267,13.0,-1.691,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21671,4,16,,None
21573,1157,CN(C)[C@@H](CNC(=O)N1CCC(CC(N)=O)CC1)c1ccco1,-0.903,0.265,-0.259,0.002,0.991,0.037,0.01,0.134,-6.07,4.713760517915944e-06,0.876,46.687232971191406%,0.92,69.32564544677734%,0.017,0.066,0.039,0.111,0.014,0.133,0.039,0.844,0.011,0.182,12.19,0.421,0.033,0.166,0.041,0.027,0.353,0.863,0.115,0.41,0.003,0.016,0.657,0.181,2.064,2.82,3.188,0.008,0.001,0.005,0.001,0.48,0.014,0.008,0.069,0.004,0.018,0.003,0.004,322.2,327.991,0.982,7,3,91.81,8,2,6,7,0,13,0.615,1,0,0,0,0,1,0,0,1,0.822,2.871,0.625,44.0,-1.822,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21672,4,16,,None
21616,1200,CCN1CCCCC1C(=O)NCCc1nnc2n1CCCCC2,-0.941,1.242,0.725,0.948,0.966,0.98,0.991,0.983,-4.852,9.13800067792181e-06,0.141,44.857398986816406%,1.227,64.35648345947266%,0.01,0.086,0.031,0.54,0.004,0.093,0.168,0.212,0.043,0.501,7.47,0.86,0.02,0.073,0.028,0.028,0.222,0.759,0.047,0.284,0.003,0.01,0.863,0.263,2.087,2.863,3.727,0.01,0.003,0.023,0.015,0.106,0.202,0.007,0.347,0.017,0.037,0.012,0.011,319.24,332.783,0.959,6,1,63.05,6,3,10,6,0,18,0.333,1,0,0,0,0,0,0,0,0,0.894,2.85,0.824,54.677,-1.719,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21687,4,16,,None
21621,1205,COc1cc(OC)cc(C(=O)NC(C)c2nnc3n2CCC3)c1,-1.767,1.097,0.87,0.004,0.791,0.007,0.003,0.969,-4.805,1.2201571735204196e-05,0.684,69.44415283203125%,1.32,15.380701065063477%,0.061,0.174,0.077,0.866,0.035,0.183,0.01,0.644,0.079,0.44,6.483,0.763,0.039,0.398,0.272,0.015,0.034,0.572,0.032,0.068,0.003,0.021,0.149,0.52,2.137,3.513,4.402,0.015,0.006,0.037,0.012,0.119,0.051,0.025,0.122,0.041,0.008,0.01,0.017,316.15,314.162,1.006,7,1,78.27,6,3,8,7,0,16,0.375,1,0,0,0,0,0,1,0,0,0.909,2.688,0.438,55.435,-1.588,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21768,4,16,,None
21622,1206,CCOCCn1c(=O)c2c(nc3n([C@@H](C)c4ccccc4)c(C)c(C)n23)n(C)c1=O,-3.031,2.422,2.403,0.96,0.472,0.007,0.008,0.862,-4.832,2.506280907255132e-05,0.696,84.52704620361328%,0.499,7.192262172698975%,0.102,0.828,0.245,0.676,0.934,0.083,0.034,0.13,0.902,0.929,3.222,0.757,0.123,0.224,0.611,0.176,0.004,0.568,0.151,0.853,0.003,0.1,0.517,1.627,3.498,4.95,5.93,0.001,0.002,0.12,0.008,0.169,0.021,0.005,0.353,0.002,0.006,0.035,0.004,409.21,415.105,0.986,8,0,75.46,6,4,12,8,0,22,0.273,1,1,0,3,0,1,0,0,1,0.458,3.115,0.409,50.0,-1.573,0,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS21689,3,16,,None
21629,1213,Cc1c(O)n(CC(=O)NC(C)C)c(=O)n1-c1ccccc1,-1.395,1.464,0.903,0.0,0.493,0.007,0.002,0.004,-4.672,3.403028676984832e-05,0.979,48.167198181152344%,0.537,32.1962890625%,0.049,0.088,0.062,0.374,0.108,0.905,0.021,0.127,0.021,0.791,4.009,0.831,0.014,0.169,0.283,0.007,0.008,0.035,0.092,0.069,0.003,0.026,0.177,0.668,1.949,3.326,3.928,0.012,0.002,0.014,0.004,0.071,0.007,0.006,0.019,0.004,0.004,0.011,0.008,289.14,294.426,0.982,6,2,76.26,5,2,6,6,0,13,0.385,0,0,0,0,0,0,0,0,2,0.887,2.287,0.333,14.0,-1.54,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS21692,4,16,,None
21636,1220,CCOCCN1N=C(C)C(C)n2c1nc1c2c(=O)n(Cc2cccc(C)c2)c(=O)n1C,-3.527,2.672,2.64,0.081,0.058,0.005,0.006,0.012,-4.698,2.7212694476475008e-05,0.473,92.24492645263672%,0.583,7.147122383117676%,0.158,0.207,0.573,0.77,0.943,0.44,0.026,0.194,0.857,0.928,4.187,0.769,0.386,0.412,0.644,0.038,0.009,0.312,0.053,0.19,0.003,0.013,0.745,1.443,3.375,5.379,5.636,0.004,0.002,0.598,0.121,0.225,0.008,0.009,0.39,0.003,0.011,0.09,0.016,424.22,426.102,0.996,9,0,86.65,6,4,13,9,0,23,0.261,1,0,0,1,0,1,0,0,1,0.565,3.273,0.455,76.562,-1.688,0,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS20822,3,16,,None
21647,1231,Cc1c(CCC(=O)N2CC3(CCCC3)[C@@H]2C(C)C)cnn1C,-3.883,3.278,3.57,0.172,0.013,0.006,0.823,0.983,-4.646,1.758753387548495e-05,0.966,90.23409271240234%,1.304,11.556733131408691%,0.03,0.181,0.274,0.917,0.071,0.437,0.106,0.751,0.386,0.585,8.538,0.12,0.02,0.397,0.072,0.01,0.091,0.766,0.045,0.963,0.003,0.021,0.135,0.989,2.248,2.65,3.658,0.009,0.002,0.014,0.482,0.108,0.067,0.008,0.51,0.003,0.022,0.03,0.002,303.23,328.086,0.924,4,0,38.13,5,3,5,4,0,15,0.333,1,0,0,0,0,0,0,0,0,0.857,3.878,0.778,84.312,-0.485,0,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS21780,3,16,,None
21653,1237,COc1ccc(OC)c([C@@H](O)CN2CCN(c3cnccn3)CC2)c1,-1.548,1.608,1.486,0.055,0.997,0.091,0.01,0.021,-4.773,1.7199434296344407e-05,0.985,54.16794967651367%,1.372,42.92599868774414%,0.073,0.473,0.369,0.916,0.048,0.54,0.334,0.92,0.493,0.768,5.738,0.311,0.439,0.65,0.599,0.037,0.496,0.857,0.944,0.044,0.003,0.038,0.987,0.383,2.349,2.97,4.625,0.676,0.068,0.251,0.029,0.067,0.007,0.004,0.368,0.041,0.021,0.018,0.023,344.18,348.754,0.987,7,1,70.95,6,3,6,7,0,18,0.333,1,0,0,1,0,0,1,0,0,0.848,2.666,0.444,52.923,-1.535,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS22065,4,16,,None
