,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoMIN
6661,22,4,12,4,0.125
8002,27,4,4,1,0.125
1792,4,25,4,4,0.125
6509,21,18,12,2,0.125
1061,3,4,12,4,0.125
4145,10,25,4,4,0.125
404,1,26,12,2,0.125
8311,28,5,12,4,0.125
6241,19,18,12,4,0.125
5966,18,27,3,1,0.125
4139,10,24,12,2,0.125
2410,6,2,4,1,0.125
5970,18,27,4,4,0.125
1144,3,8,12,4,0.125
8305,28,4,12,4,0.125
1143,3,8,12,2,0.125
5974,18,28,12,4,0.125
6228,19,17,12,4,0.125
5977,18,29,12,2,0.125
5978,18,29,12,4,0.125
24,1,1,12,4,0.125
1811,4,27,4,1,0.125
4128,10,23,12,2,0.125
8179,27,23,4,1,0.125
1819,4,28,12,4,0.125
4122,10,23,4,1,0.125
23,1,1,12,2,0.125
1053,3,4,4,1,0.125
2540,6,10,12,2,0.125
2416,6,2,12,2,0.125
6203,19,14,4,2,0.125
2534,6,10,4,1,0.125
2564,6,14,4,2,0.125
5957,18,26,12,2,0.125
1039,3,3,12,4,0.125
6283,19,22,12,4,0.125
1158,3,9,12,2,0.125
1012,3,2,12,2,0.125
1860,4,34,4,1,0.125
8324,28,8,12,4,0.125
1013,3,2,12,4,0.125
2590,6,16,4,4,0.125
5921,18,22,3,1,0.125
6294,19,23,4,1,0.125
8137,27,18,3,1,0.125
5926,18,22,12,2,0.125
5927,18,22,12,4,0.125
8141,27,18,4,4,0.125
8151,27,19,3,1,0.125
6253,19,19,4,1,0.125
2398,6,1,12,2,0.125
5938,18,23,12,2,0.125
8152,27,19,4,1,0.125
6261,19,19,12,4,0.125
4161,10,27,4,1,0.125
1800,4,26,12,2,0.125
5946,18,24,12,2,0.125
1029,3,3,4,1,0.125
2569,6,14,12,2,0.125
3991,10,10,12,2,0.125
1038,3,3,12,2,0.125
4152,10,26,12,2,0.125
1060,3,4,12,2,0.125
8182,27,23,9,10,0.125
9578,35,21,9,10,0.125
2524,6,9,12,2,0.125
4028,10,14,12,2,0.125
6051,19,2,4,1,0.125
2487,6,6,12,2,0.125
1844,4,32,4,1,0.125
2480,6,6,4,1,0.125
8288,28,1,12,4,0.125
6058,19,2,12,4,0.125
4069,10,18,12,2,0.125
8235,27,31,9,10,0.125
6124,19,6,4,1,0.125
369,1,23,4,1,0.125
6070,19,3,4,1,0.125
8245,27,32,4,1,0.125
8246,27,32,4,2,0.125
2446,6,4,4,1,0.125
6077,19,3,12,4,0.125
6113,19,5,12,4,0.125
2468,6,5,12,2,0.125
1100,3,6,4,1,0.125
6088,19,4,4,1,0.125
2462,6,5,4,1,0.125
8257,27,34,4,1,0.125
1107,3,6,12,2,0.125
6106,19,5,4,1,0.125
6094,19,4,12,4,0.125
374,1,23,12,2,0.125
2450,6,4,12,2,0.125
367,1,23,3,1,0.125
4080,10,19,4,1,0.125
6147,19,8,4,1,0.125
2507,6,8,4,1,0.125
12,1,1,4,1,0.125
8300,28,3,12,4,0.125
4008,10,13,4,4,0.125
6179,19,10,4,1,0.125
4109,10,22,12,2,0.125
2428,6,3,4,1,0.125
6167,19,9,12,4,0.125
1077,3,5,4,1,0.125
2514,6,8,12,2,0.125
8294,28,2,12,4,0.125
6018,18,35,4,4,0.125
1086,3,5,12,2,0.125
392,1,25,4,4,0.125
385,1,24,12,2,0.125
6154,19,8,12,4,0.125
1825,4,29,12,2,0.125
1087,3,5,12,4,0.125
4094,10,21,12,2,0.125
1826,4,29,12,4,0.125
6032,19,1,4,1,0.125
8212,27,27,4,1,0.125
1134,3,8,4,1,0.125
4023,10,14,4,2,0.125
2434,6,3,12,2,0.125
1845,4,32,4,2,0.125
6039,19,1,12,4,0.125
5912,18,21,12,2,0.125
1159,3,9,12,4,0.125
2392,6,1,4,1,0.125
3982,10,10,4,1,0.125
6459,21,9,12,2,0.125
6458,21,9,9,10,0.125
3915,10,6,4,1,0.125
5781,18,5,12,2,0.125
5782,18,5,12,4,0.125
2696,6,27,4,1,0.125
438,1,29,12,2,0.125
47,1,2,12,2,0.125
8055,27,8,4,1,0.125
1786,4,24,12,2,0.125
6451,21,8,12,2,0.125
6449,21,8,9,10,0.125
8059,27,8,9,10,0.125
5796,18,6,4,4,0.125
5798,18,6,12,2,0.125
327,1,19,12,4,0.125
3921,10,6,12,2,0.125
6439,21,6,12,2,0.125
8069,27,9,9,10,0.125
1972,5,4,4,1,0.125
6437,21,6,9,10,0.125
2685,6,26,12,2,0.125
6429,21,5,12,2,0.125
8379,28,25,4,4,0.125
977,3,1,4,1,0.125
1183,3,10,12,2,0.125
5817,18,8,12,2,0.125
48,1,2,12,4,0.125
439,1,29,12,4,0.125
320,1,19,4,1,0.125
5749,18,3,12,4,0.125
5731,18,2,12,2,0.125
5732,18,2,12,4,0.125
3882,10,4,12,2,0.125
8016,27,5,4,1,0.125
2732,6,32,4,2,0.125
1906,5,1,12,4,0.125
2731,6,32,4,1,0.125
9597,35,23,4,4,0.125
8399,28,29,12,4,0.125
6492,21,15,9,10,0.125
1905,5,1,12,2,0.125
5748,18,3,12,2,0.125
2721,6,31,9,10,0.125
9634,35,31,9,10,0.125
6486,21,14,12,2,0.125
3896,10,5,4,1,0.125
8032,27,6,4,1,0.125
1896,5,1,4,1,0.125
2714,6,29,12,2,0.125
6473,21,12,9,10,0.125
5764,18,4,12,2,0.125
5765,18,4,12,4,0.125
3905,10,5,12,2,0.125
6470,21,11,9,10,0.125
8394,28,28,12,4,0.125
6468,21,10,12,2,0.125
5818,18,8,12,4,0.125
8078,27,10,4,1,0.125
8372,28,22,12,4,0.125
8337,28,13,4,4,0.125
8349,28,16,4,4,0.125
6365,19,34,4,1,0.125
5871,18,16,4,4,0.125
6354,19,32,4,2,0.125
5875,18,17,12,4,0.125
6353,19,32,4,1,0.125
2621,6,19,4,1,0.125
4192,10,32,4,2,0.125
6344,19,30,4,4,0.125
4191,10,32,4,1,0.125
6342,19,29,12,4,0.125
6337,19,28,12,4,0.125
3968,10,9,12,2,0.125
2634,6,21,12,2,0.125
5891,18,18,12,2,0.125
5892,18,18,12,4,0.125
2611,6,18,12,2,0.125
1003,3,2,4,1,0.125
416,1,27,4,1,0.125
6326,19,27,4,1,0.125
6325,19,27,3,1,0.125
356,1,22,12,2,0.125
8329,28,9,12,4,0.125
5905,18,19,12,4,0.125
4178,10,29,12,2,0.125
357,1,22,12,4,0.125
2632,6,21,9,10,0.125
38,1,2,4,1,0.125
8364,28,19,12,4,0.125
5840,18,10,12,2,0.125
5824,18,9,12,2,0.125
5825,18,9,12,4,0.125
336,1,21,12,2,0.125
6419,21,4,12,2,0.125
2671,6,24,12,2,0.125
2670,6,24,9,10,0.125
3946,10,8,4,1,0.125
8084,27,11,9,10,0.125
6411,21,3,12,2,0.125
2660,6,23,12,2,0.125
8358,28,18,12,4,0.125
2656,6,23,4,1,0.125
8355,28,17,12,4,0.125
427,1,28,12,4,0.125
5844,18,13,3,1,0.125
986,3,1,12,2,0.125
3955,10,8,12,2,0.125
6402,21,2,12,2,0.125
987,3,1,12,4,0.125
1174,3,10,4,1,0.125
5852,18,14,12,2,0.125
2647,6,22,12,2,0.125
8101,27,14,4,2,0.125
4205,10,34,4,1,0.125
8102,27,14,4,4,0.125
6393,21,1,12,2,0.125
6925,22,29,12,4,0.125
3472,8,32,4,1,0.125
9229,34,6,4,4,0.125
3139,8,5,4,1,0.125
1672,4,14,4,2,0.125
7205,23,21,12,2,0.125
3147,8,5,12,4,0.125
7204,23,21,9,10,0.125
587,2,4,4,1,0.125
526,2,1,12,2,0.125
3146,8,5,12,2,0.125
1676,4,14,12,2,0.125
7441,24,14,12,2,0.125
686,2,9,12,2,0.125
7196,23,19,4,1,0.125
4951,14,18,12,2,0.125
1469,4,1,4,1,0.125
8528,29,14,12,2,0.125
191,1,9,12,2,0.125
7187,23,18,12,2,0.125
3331,8,18,12,2,0.125
682,2,9,4,4,0.125
3332,8,18,12,4,0.125
4684,13,23,3,1,0.125
8825,32,5,4,2,0.125
1378,3,27,4,1,0.125
5198,15,21,9,10,0.125
8824,32,5,4,1,0.125
1389,3,28,12,4,0.125
192,1,9,12,4,0.125
8839,32,6,4,1,0.125
4956,14,19,4,2,0.125
4966,14,21,12,2,0.125
9030,32,32,4,1,0.125
3638,9,9,12,4,0.125
9031,32,32,4,2,0.125
7231,23,23,4,1,0.125
2219,5,21,12,2,0.125
3561,9,3,12,4,0.125
7747,25,30,4,4,0.125
3169,8,6,12,2,0.125
7229,23,23,3,1,0.125
3560,9,3,12,2,0.125
7750,25,31,9,10,0.125
233,1,13,4,4,0.125
3160,8,6,4,1,0.125
1398,3,29,12,4,0.125
1397,3,29,12,2,0.125
746,2,14,12,2,0.125
3325,8,18,3,1,0.125
8600,29,26,12,2,0.125
7219,23,22,12,2,0.125
3652,9,10,12,2,0.125
8840,32,6,4,2,0.125
9052,32,34,4,1,0.125
2237,5,22,12,2,0.125
2238,5,22,12,4,0.125
517,2,1,4,1,0.125
7793,26,4,12,2,0.125
176,1,8,12,2,0.125
4919,14,14,12,2,0.125
1357,3,25,4,4,0.125
3106,8,3,12,4,0.125
3105,8,3,12,2,0.125
594,2,4,12,2,0.125
7129,23,10,4,1,0.125
2025,5,6,12,2,0.125
2250,5,23,3,1,0.125
2119,5,13,4,4,0.125
3098,8,3,4,1,0.125
1350,3,24,12,2,0.125
3125,8,4,12,4,0.125
3682,9,16,4,4,0.125
5246,15,31,9,10,0.125
3357,8,21,9,10,0.125
2019,5,6,4,1,0.125
3359,8,21,12,2,0.125
7117,23,9,12,2,0.125
7640,25,10,4,4,0.125
768,2,16,4,4,0.125
1491,4,2,4,1,0.125
3686,9,17,12,4,0.125
3531,9,1,12,4,0.125
7135,23,10,12,2,0.125
3673,9,14,12,2,0.125
8808,32,4,4,1,0.125
177,1,8,12,4,0.125
3124,8,4,12,2,0.125
3546,9,2,12,4,0.125
7770,26,1,12,2,0.125
7162,23,14,12,2,0.125
3342,8,19,3,1,0.125
3661,9,13,4,4,0.125
3343,8,19,4,1,0.125
7778,26,2,12,2,0.125
7650,25,13,4,4,0.125
7159,23,14,4,2,0.125
3119,8,4,4,1,0.125
1476,4,1,12,2,0.125
1477,4,1,12,4,0.125
1366,3,26,12,2,0.125
3545,9,2,12,2,0.125
3349,8,19,12,4,0.125
7149,23,13,4,4,0.125
673,2,8,12,2,0.125
7468,24,18,12,2,0.125
7147,23,13,3,1,0.125
8611,29,28,12,4,0.125
8809,32,4,4,2,0.125
7786,26,3,12,2,0.125
3315,8,17,12,4,0.125
205,1,10,4,1,0.125
9011,32,27,4,2,0.125
3237,8,10,12,2,0.125
1630,4,9,12,4,0.125
214,1,10,12,2,0.125
7406,24,9,12,2,0.125
3591,9,5,12,4,0.125
4995,14,24,12,2,0.125
8579,29,23,4,4,0.125
8956,32,19,4,1,0.125
7333,24,2,12,2,0.125
8957,32,19,4,2,0.125
8569,29,22,4,4,0.125
8886,32,10,4,2,0.125
8885,32,10,4,1,0.125
1660,4,13,4,4,0.125
1615,4,8,12,4,0.125
8564,29,21,12,2,0.125
3602,9,6,12,2,0.125
3230,8,10,4,1,0.125
700,2,10,4,1,0.125
1614,4,8,12,2,0.125
8580,29,23,12,2,0.125
550,2,2,12,2,0.125
2077,5,9,12,4,0.125
7320,24,1,12,2,0.125
1643,4,10,4,1,0.125
1629,4,9,12,2,0.125
7346,24,3,12,2,0.125
3575,9,4,12,2,0.125
8931,32,16,4,4,0.125
5017,14,27,4,2,0.125
5018,14,27,4,4,0.125
8574,29,22,12,4,0.125
5010,14,26,12,2,0.125
7383,24,6,12,2,0.125
7382,24,6,9,10,0.125
8573,29,22,12,2,0.125
3279,8,14,12,2,0.125
7398,24,8,12,2,0.125
2188,5,18,12,2,0.125
2092,5,10,4,1,0.125
709,2,10,12,2,0.125
7371,24,5,12,2,0.125
4651,13,18,3,1,0.125
565,2,3,4,1,0.125
3576,9,4,12,4,0.125
5034,14,29,12,2,0.125
2189,5,18,12,4,0.125
7698,25,21,9,10,0.125
3258,8,13,4,4,0.125
7357,24,4,12,2,0.125
7706,25,23,4,4,0.125
3590,9,5,12,2,0.125
8990,32,23,4,1,0.125
4986,14,23,12,2,0.125
8991,32,23,4,2,0.125
541,2,2,4,1,0.125
8552,29,18,12,4,0.125
2062,5,8,12,4,0.125
8587,29,24,12,2,0.125
4975,14,22,12,2,0.125
7259,23,27,9,10,0.125
8551,29,18,12,2,0.125
7256,23,27,4,1,0.125
1416,3,32,4,2,0.125
1415,3,32,4,1,0.125
2061,5,8,12,2,0.125
2209,5,19,12,4,0.125
8547,29,17,12,4,0.125
7739,25,28,4,4,0.125
7249,23,26,12,2,0.125
574,2,3,12,2,0.125
3194,8,8,4,1,0.125
7245,23,25,4,4,0.125
7243,23,24,12,2,0.125
9010,32,27,4,1,0.125
740,2,14,4,2,0.125
7238,23,23,12,2,0.125
2052,5,8,4,1,0.125
3637,9,9,12,2,0.125
7262,23,29,4,4,0.125
7418,24,10,12,2,0.125
2076,5,9,12,2,0.125
3204,8,8,12,2,0.125
3217,8,9,12,4,0.125
3216,8,9,12,2,0.125
2201,5,19,4,1,0.125
8558,29,19,12,4,0.125
2101,5,10,12,2,0.125
7299,23,35,4,4,0.125
7290,23,34,4,4,0.125
7672,25,16,4,4,0.125
1430,3,34,4,1,0.125
7288,23,34,4,1,0.125
4983,14,23,4,2,0.125
291,1,17,12,4,0.125
1650,4,10,12,2,0.125
8866,32,8,4,2,0.125
8865,32,8,4,1,0.125
3621,9,8,12,2,0.125
1607,4,8,4,1,0.125
7722,25,25,4,4,0.125
3622,9,8,12,4,0.125
7275,23,32,4,2,0.125
7274,23,32,4,1,0.125
3205,8,8,12,4,0.125
7263,23,29,12,2,0.125
7800,26,5,12,2,0.125
4911,14,14,4,2,0.125
7110,23,9,3,1,0.125
1564,4,5,12,2,0.125
791,2,18,12,2,0.125
3437,8,27,9,10,0.125
630,2,6,4,1,0.125
7576,25,1,4,4,0.125
4818,14,5,4,2,0.125
7858,26,14,12,2,0.125
7018,23,2,12,2,0.125
5361,16,9,4,4,0.125
8710,31,15,9,10,0.125
140,1,6,12,2,0.125
8703,31,12,9,10,0.125
3738,9,23,12,2,0.125
3491,8,34,4,1,0.125
4454,12,31,9,10,0.125
7012,23,2,4,1,0.125
7010,23,2,3,1,0.125
1535,4,4,4,1,0.125
9175,34,2,4,1,0.125
4809,14,4,12,2,0.125
1565,4,5,12,4,0.125
7531,24,26,12,2,0.125
3445,8,28,12,4,0.125
4805,14,4,4,2,0.125
7584,25,2,4,4,0.125
4824,14,5,12,2,0.125
9159,34,1,4,1,0.125
618,2,5,12,2,0.125
1715,4,18,12,2,0.125
8481,29,8,12,2,0.125
8732,31,27,9,10,0.125
3421,8,26,12,2,0.125
1716,4,18,12,4,0.125
7036,23,3,12,2,0.125
4840,14,6,12,2,0.125
8726,31,25,9,10,0.125
2252,5,23,4,1,0.125
7599,25,4,4,4,0.125
8723,31,24,9,10,0.125
3731,9,23,3,1,0.125
1520,4,3,12,2,0.125
2287,5,26,12,2,0.125
4832,14,6,4,2,0.125
1318,3,22,12,4,0.125
1521,4,3,12,4,0.125
7592,25,3,4,4,0.125
7516,24,24,12,2,0.125
3433,8,27,4,1,0.125
1317,3,22,12,2,0.125
7030,23,3,4,1,0.125
1727,4,19,4,1,0.125
3745,9,24,12,2,0.125
8482,29,8,12,4,0.125
257,1,14,12,2,0.125
4429,12,21,9,10,0.125
7551,24,29,12,2,0.125
3766,9,27,9,10,0.125
7884,26,21,12,2,0.125
9201,34,4,4,1,0.125
4782,14,2,12,2,0.125
8655,30,19,4,4,0.125
1290,3,19,12,4,0.125
802,2,19,4,1,0.125
3771,9,28,12,4,0.125
8660,30,25,4,4,0.125
8456,29,5,12,4,0.125
4776,14,2,4,2,0.125
7555,24,31,9,10,0.125
9213,34,5,4,1,0.125
3473,8,32,4,2,0.125
3777,9,29,12,2,0.125
8663,30,29,4,4,0.125
3778,9,29,12,4,0.125
1557,4,5,4,1,0.125
9227,34,6,4,1,0.125
5426,16,18,4,4,0.125
1283,3,19,4,1,0.125
8653,30,16,4,4,0.125
1979,5,4,12,2,0.125
7875,26,18,12,2,0.125
3454,8,29,12,2,0.125
637,2,6,12,2,0.125
1980,5,4,12,4,0.125
1542,4,4,12,2,0.125
4797,14,3,12,2,0.125
3750,9,25,4,4,0.125
5381,16,13,4,4,0.125
7000,23,1,12,2,0.125
8690,31,6,9,10,0.125
6995,23,1,4,1,0.125
1543,4,4,12,4,0.125
1733,4,19,12,4,0.125
4759,14,1,4,2,0.125
9188,34,3,4,1,0.125
8652,30,13,4,4,0.125
1299,3,21,12,2,0.125
2299,5,27,4,1,0.125
3455,8,29,12,4,0.125
6993,23,1,3,1,0.125
8467,29,6,12,2,0.125
3757,9,26,12,2,0.125
131,1,6,4,1,0.125
4791,14,3,4,2,0.125
8737,31,31,9,10,0.125
5340,16,6,4,4,0.125
7076,23,6,4,1,0.125
3061,8,1,12,2,0.125
1700,4,17,12,4,0.125
7080,23,6,12,2,0.125
307,1,18,12,2,0.125
2271,5,24,12,2,0.125
4883,14,10,12,2,0.125
2140,5,14,12,2,0.125
2006,5,5,12,4,0.125
3062,8,1,12,4,0.125
664,2,8,4,1,0.125
3388,8,23,4,1,0.125
4878,14,10,4,2,0.125
2134,5,14,4,2,0.125
1332,3,23,4,1,0.125
8490,29,9,12,4,0.125
3706,9,19,12,4,0.125
3393,8,23,12,2,0.125
7823,26,8,12,2,0.125
7487,24,21,12,2,0.125
7625,25,8,4,4,0.125
8623,29,29,12,2,0.125
8489,29,9,12,2,0.125
3054,8,1,4,1,0.125
7809,26,6,12,2,0.125
8779,32,2,4,1,0.125
4869,14,9,12,2,0.125
8780,32,2,4,2,0.125
7107,23,8,12,2,0.125
2258,5,23,12,2,0.125
8795,32,3,4,2,0.125
8794,32,3,4,1,0.125
3084,8,2,12,4,0.125
3083,8,2,12,2,0.125
1498,4,2,12,2,0.125
1499,4,2,12,4,0.125
3530,9,1,12,2,0.125
7100,23,8,4,1,0.125
7632,25,9,4,4,0.125
1583,4,6,12,2,0.125
3376,8,22,12,2,0.125
3692,9,18,12,2,0.125
3076,8,2,4,1,0.125
7098,23,8,3,1,0.125
3693,9,18,12,4,0.125
3377,8,22,12,4,0.125
167,1,8,4,1,0.125
8498,29,10,12,2,0.125
2172,5,17,12,4,0.125
1338,3,23,12,2,0.125
7068,23,5,12,2,0.125
3272,8,14,4,2,0.125
8626,29,30,4,4,0.125
3713,9,21,9,10,0.125
8761,32,1,4,1,0.125
7833,26,10,12,2,0.125
8624,29,29,12,4,0.125
308,1,18,12,4,0.125
3724,9,22,12,2,0.125
7501,24,23,12,2,0.125
7050,23,4,12,2,0.125
4860,14,8,12,2,0.125
3404,8,24,12,2,0.125
3725,9,22,12,4,0.125
1513,4,3,4,1,0.125
609,2,5,4,1,0.125
8748,31,35,9,10,0.125
7045,23,4,4,1,0.125
4853,14,8,4,2,0.125
3714,9,21,12,2,0.125
1996,5,5,4,1,0.125
7062,23,5,4,1,0.125
249,1,14,4,2,0.125
7043,23,4,3,1,0.125
7493,24,22,12,2,0.125
7060,23,5,3,1,0.125
7606,25,5,4,4,0.125
7828,26,9,12,2,0.125
3411,8,25,4,4,0.125
2005,5,5,12,2,0.125
1578,4,6,4,1,0.125
2278,5,25,4,4,0.125
8762,32,1,4,2,0.125
8127,27,16,11,6,0.1111
403,1,26,11,8,0.1111
7557,24,33,7,5,0.1111
8797,32,3,7,5,0.1111
8893,32,11,11,8,0.1111
8896,32,12,11,8,0.1111
8854,32,7,11,8,0.1111
8632,29,33,7,5,0.1111
266,1,15,7,5,0.1111
8618,29,29,7,5,0.1111
8784,32,2,7,5,0.1111
224,1,12,7,5,0.1111
7396,24,8,7,5,0.1111
269,1,15,11,8,0.1111
8895,32,12,7,5,0.1111
7556,24,32,7,5,0.1111
7387,24,7,7,5,0.1111
226,1,12,11,8,0.1111
8261,27,34,11,6,0.1111
8843,32,6,7,5,0.1111
8844,32,6,11,8,0.1111
8599,29,26,11,8,0.1111
8636,29,34,11,8,0.1111
8629,29,32,7,5,0.1111
8598,29,26,7,5,0.1111
633,2,6,7,5,0.1111
8767,32,1,7,5,0.1111
7530,24,26,7,5,0.1111
8768,32,1,11,8,0.1111
8606,29,27,11,6,0.1111
7420,24,11,7,5,0.1111
7511,24,24,7,5,0.1111
8219,27,27,11,6,0.1111
256,1,14,11,8,0.1111
7459,24,17,7,5,0.1111
8813,32,4,7,5,0.1111
283,1,16,11,6,0.1111
7500,24,23,7,5,0.1111
8622,29,29,11,8,0.1111
252,1,14,7,5,0.1111
7484,24,21,7,5,0.1111
8635,29,34,11,6,0.1111
22,1,1,11,8,0.1111
7429,24,13,7,5,0.1111
8229,27,29,11,6,0.1111
8633,29,33,11,8,0.1111
7474,24,19,7,5,0.1111
1103,3,6,7,5,0.1111
241,1,13,11,8,0.1111
402,1,26,7,5,0.1111
8630,29,32,11,8,0.1111
9014,32,29,7,5,0.1111
220,1,11,11,8,0.1111
7938,26,33,11,8,0.1111
154,1,7,11,8,0.1111
9136,33,29,7,5,0.1111
9137,33,29,11,8,0.1111
152,1,7,6,8,0.1111
482,1,34,11,6,0.1111
483,1,34,11,8,0.1111
9141,33,32,11,8,0.1111
7837,26,11,11,8,0.1111
9350,34,22,11,8,0.1111
7934,26,32,11,8,0.1111
6759,22,11,11,8,0.1111
6762,22,12,7,5,0.1111
6763,22,12,11,8,0.1111
9146,33,33,11,8,0.1111
7035,23,3,7,5,0.1111
9148,33,34,11,8,0.1111
6775,22,13,11,8,0.1111
9312,34,17,11,8,0.1111
8479,29,8,7,5,0.1111
7841,26,12,7,5,0.1111
6782,22,14,7,5,0.1111
6783,22,14,11,8,0.1111
7842,26,12,11,8,0.1111
9134,33,26,11,8,0.1111
8426,29,2,7,5,0.1111
421,1,27,11,6,0.1111
7940,26,34,11,8,0.1111
7808,26,6,11,8,0.1111
8497,29,10,11,6,0.1111
9112,33,14,11,8,0.1111
9406,34,33,11,8,0.1111
894,2,27,11,6,0.1111
6678,22,5,7,5,0.1111
9404,34,32,11,8,0.1111
7960,27,1,11,6,0.1111
7816,26,7,11,8,0.1111
9386,34,29,11,8,0.1111
6695,22,6,7,5,0.1111
6696,22,6,11,8,0.1111
9116,33,15,11,8,0.1111
9385,34,29,11,6,0.1111
9381,34,27,11,6,0.1111
6708,22,7,11,8,0.1111
9121,33,17,11,8,0.1111
9122,33,19,7,5,0.1111
9123,33,21,7,5,0.1111
9367,34,26,11,8,0.1111
9127,33,22,11,8,0.1111
9130,33,24,7,5,0.1111
877,2,26,7,5,0.1111
851,2,23,7,5,0.1111
7927,26,29,11,8,0.1111
9309,34,16,11,6,0.1111
7926,26,29,7,5,0.1111
8471,29,7,7,5,0.1111
7871,26,17,11,8,0.1111
135,1,6,7,5,0.1111
6864,22,22,11,8,0.1111
9191,34,3,11,6,0.1111
7901,26,24,7,5,0.1111
8445,29,4,7,5,0.1111
9255,34,8,11,6,0.1111
7879,26,19,7,5,0.1111
8466,29,6,11,8,0.1111
7883,26,21,7,5,0.1111
6898,22,26,11,8,0.1111
8463,29,6,7,5,0.1111
9242,34,7,11,8,0.1111
7891,26,22,11,8,0.1111
7896,26,23,7,5,0.1111
6969,22,34,11,8,0.1111
9241,34,7,6,8,0.1111
6955,22,33,11,8,0.1111
9217,34,5,11,6,0.1111
9233,34,6,11,8,0.1111
6951,22,32,11,8,0.1111
6922,22,29,7,5,0.1111
9270,34,10,11,6,0.1111
9271,34,11,6,8,0.1111
9272,34,11,11,8,0.1111
8478,29,8,6,8,0.1111
6792,22,15,11,8,0.1111
9164,34,1,11,6,0.1111
7850,26,13,11,8,0.1111
6807,22,17,11,8,0.1111
7856,26,14,7,5,0.1111
9165,34,1,11,8,0.1111
9297,34,15,11,8,0.1111
7857,26,14,11,8,0.1111
7017,23,2,7,5,0.1111
9290,34,14,11,8,0.1111
9289,34,14,11,6,0.1111
9275,34,12,11,6,0.1111
139,1,6,11,8,0.1111
7915,26,26,11,8,0.1111
8472,29,7,11,8,0.1111
9281,34,13,11,8,0.1111
9178,34,2,11,6,0.1111
8436,29,3,7,5,0.1111
9280,34,13,11,6,0.1111
9276,34,12,11,8,0.1111
7865,26,15,11,8,0.1111
832,2,22,7,5,0.1111
6659,22,4,7,5,0.1111
7807,26,6,7,5,0.1111
903,2,29,7,5,0.1111
8021,27,5,11,6,0.1111
7279,23,32,7,5,0.1111
210,1,10,7,5,0.1111
434,1,29,7,5,0.1111
8061,27,8,11,6,0.1111
6442,21,7,7,5,0.1111
6447,21,8,7,5,0.1111
437,1,29,11,8,0.1111
9000,32,26,11,8,0.1111
7248,23,26,7,5,0.1111
7242,23,24,7,5,0.1111
6469,21,11,7,5,0.1111
742,2,14,7,5,0.1111
8038,27,6,11,6,0.1111
9232,34,6,11,6,0.1111
9015,32,29,11,8,0.1111
6477,21,13,7,5,0.1111
8546,29,17,11,8,0.1111
8544,29,17,7,5,0.1111
8541,29,16,11,6,0.1111
9038,32,32,11,8,0.1111
9042,32,33,11,8,0.1111
8535,29,15,11,8,0.1111
8532,29,15,7,5,0.1111
6426,21,5,7,5,0.1111
8996,32,24,7,5,0.1111
8995,32,23,7,5,0.1111
8914,32,14,11,8,0.1111
218,1,11,6,8,0.1111
355,1,22,11,8,0.1111
8904,32,13,11,8,0.1111
708,2,10,11,6,0.1111
8105,27,14,11,6,0.1111
8572,29,22,11,8,0.1111
354,1,22,7,5,0.1111
8913,32,14,7,5,0.1111
8571,29,22,7,5,0.1111
7368,24,5,7,5,0.1111
8922,32,15,11,8,0.1111
8083,27,10,11,6,0.1111
717,2,12,7,5,0.1111
8935,32,17,11,8,0.1111
213,1,10,11,6,0.1111
287,1,17,7,5,0.1111
8961,32,19,7,5,0.1111
8962,32,21,7,5,0.1111
8094,27,13,11,6,0.1111
8087,27,12,11,6,0.1111
290,1,17,11,8,0.1111
8981,32,22,11,8,0.1111
6500,21,17,7,5,0.1111
7203,23,21,7,5,0.1111
9109,33,13,11,8,0.1111
7201,23,19,7,5,0.1111
6577,21,32,7,5,0.1111
6578,21,33,7,5,0.1111
7792,26,4,7,5,0.1111
8508,29,12,11,8,0.1111
926,2,32,7,5,0.1111
463,1,32,7,5,0.1111
464,1,32,11,8,0.1111
6601,22,1,7,5,0.1111
9101,33,11,11,8,0.1111
6602,22,1,11,8,0.1111
7976,27,2,11,6,0.1111
8417,29,1,11,8,0.1111
9104,33,12,11,8,0.1111
8505,29,12,7,5,0.1111
6621,22,2,7,5,0.1111
467,1,33,11,8,0.1111
771,2,16,11,6,0.1111
774,2,17,7,5,0.1111
8501,29,11,11,8,0.1111
6640,22,3,7,5,0.1111
9422,34,34,11,8,0.1111
8500,29,11,7,5,0.1111
9421,34,34,11,6,0.1111
7134,23,10,7,5,0.1111
8515,29,13,7,5,0.1111
7142,23,12,7,5,0.1111
6537,21,23,7,5,0.1111
9056,32,34,11,8,0.1111
6514,21,19,7,5,0.1111
9075,33,1,11,8,0.1111
7768,26,1,7,5,0.1111
9084,33,6,7,5,0.1111
8414,29,1,7,5,0.1111
754,2,15,7,5,0.1111
7177,23,17,7,5,0.1111
6523,21,21,7,5,0.1111
7769,26,1,11,8,0.1111
7161,23,14,7,5,0.1111
7785,26,3,7,5,0.1111
8527,29,14,11,8,0.1111
7777,26,2,7,5,0.1111
6545,21,24,7,5,0.1111
9085,33,6,11,8,0.1111
7992,27,3,11,6,0.1111
8524,29,14,7,5,0.1111
941,2,34,11,6,0.1111
8518,29,13,11,8,0.1111
9090,33,7,11,8,0.1111
6560,21,26,7,5,0.1111
6923,22,29,11,8,0.1111
4944,14,17,11,8,0.1111
