,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoMIN
4307,11,14,11,8,0.1111
1648,4,10,7,5,0.1111
4820,14,5,7,5,0.1111
4835,14,6,7,5,0.1111
4839,14,6,11,8,0.1111
4845,14,7,11,8,0.1111
4855,14,8,6,8,0.1111
2967,7,22,11,8,0.1111
4882,14,10,11,6,0.1111
4886,14,11,11,8,0.1111
4893,14,12,11,8,0.1111
4902,14,13,11,8,0.1111
4918,14,14,11,8,0.1111
4926,14,15,7,5,0.1111
4929,14,15,11,8,0.1111
4939,14,16,11,6,0.1111
4941,14,17,7,5,0.1111
2956,7,21,7,5,0.1111
4973,14,22,7,5,0.1111
4974,14,22,11,8,0.1111
4985,14,23,7,5,0.1111
2940,7,17,11,8,0.1111
5008,14,26,7,5,0.1111
5009,14,26,11,8,0.1111
5021,14,27,11,6,0.1111
2932,7,15,11,8,0.1111
5030,14,29,7,5,0.1111
4807,14,4,7,5,0.1111
4793,14,3,7,5,0.1111
4778,14,2,7,5,0.1111
4709,13,26,11,8,0.1111
4626,13,14,11,8,0.1111
4634,13,15,11,8,0.1111
3017,7,32,11,8,0.1111
4641,13,16,11,6,0.1111
4649,13,17,11,8,0.1111
4660,13,19,7,5,0.1111
4666,13,21,7,5,0.1111
3003,7,29,11,8,0.1111
3002,7,29,7,5,0.1111
4678,13,22,11,8,0.1111
4693,13,24,7,5,0.1111
1581,4,6,7,5,0.1111
2304,5,27,11,6,0.1111
4715,13,27,11,6,0.1111
2990,7,26,11,8,0.1111
4723,13,29,7,5,0.1111
4726,13,29,11,8,0.1111
4734,13,32,11,8,0.1111
4739,13,33,11,8,0.1111
2981,7,24,7,5,0.1111
4743,13,34,11,6,0.1111
4744,13,34,11,8,0.1111
4762,14,1,7,5,0.1111
4766,14,1,11,8,0.1111
5033,14,29,11,8,0.1111
2924,7,14,11,8,0.1111
2919,7,13,11,8,0.1111
5648,17,19,7,5,0.1111
5591,17,7,11,8,0.1111
1247,3,16,11,6,0.1111
5612,17,11,11,8,0.1111
5614,17,12,7,5,0.1111
5616,17,12,11,8,0.1111
5623,17,13,11,8,0.1111
5625,17,14,7,5,0.1111
5627,17,14,11,8,0.1111
5632,17,15,11,8,0.1111
1230,3,15,7,5,0.1111
5641,17,17,11,8,0.1111
5653,17,21,7,5,0.1111
5583,17,6,7,5,0.1111
5660,17,22,11,8,0.1111
5665,17,23,7,5,0.1111
5667,17,24,7,5,0.1111
1218,3,14,7,5,0.1111
5674,17,26,11,8,0.1111
5682,17,29,7,5,0.1111
5683,17,29,11,8,0.1111
5689,17,32,11,8,0.1111
5694,17,33,11,8,0.1111
5697,17,34,11,8,0.1111
2702,6,27,11,6,0.1111
5585,17,6,11,8,0.1111
1251,3,17,7,5,0.1111
5046,14,32,7,5,0.1111
1365,3,26,7,5,0.1111
5047,14,32,11,8,0.1111
5050,14,33,11,8,0.1111
5058,14,34,11,6,0.1111
5059,14,34,11,8,0.1111
2906,7,12,11,8,0.1111
2901,7,11,11,8,0.1111
1433,3,34,11,6,0.1111
1418,3,32,7,5,0.1111
1395,3,29,7,5,0.1111
1383,3,27,11,6,0.1111
2860,7,7,11,8,0.1111
2844,7,6,11,8,0.1111
5572,17,4,7,5,0.1111
2843,7,6,7,5,0.1111
1337,3,23,7,5,0.1111
1316,3,22,7,5,0.1111
2783,7,1,11,8,0.1111
2781,7,1,6,8,0.1111
2357,5,34,11,6,0.1111
2747,6,34,11,6,0.1111
5555,17,1,7,5,0.1111
5556,17,1,11,8,0.1111
5562,17,2,7,5,0.1111
5568,17,3,7,5,0.1111
4617,13,13,11,8,0.1111
4600,13,12,11,8,0.1111
1182,3,10,11,6,0.1111
4593,13,11,11,8,0.1111
4027,10,14,11,6,0.1111
4050,10,16,11,6,0.1111
2206,5,19,7,5,0.1111
2216,5,21,7,5,0.1111
1824,4,29,7,5,0.1111
4127,10,23,7,5,0.1111
3164,8,6,7,5,0.1111
1799,4,26,7,5,0.1111
4166,10,27,11,6,0.1111
3163,8,6,6,8,0.1111
4177,10,29,11,6,0.1111
4209,10,34,11,6,0.1111
4235,11,1,6,8,0.1111
4237,11,1,11,8,0.1111
4258,11,6,7,5,0.1111
4260,11,6,11,8,0.1111
4268,11,7,11,8,0.1111
2236,5,22,7,5,0.1111
4291,11,11,11,8,0.1111
4296,11,12,11,8,0.1111
4304,11,13,11,8,0.1111
4312,11,15,11,8,0.1111
4318,11,17,11,8,0.1111
4319,11,19,7,5,0.1111
4320,11,21,7,5,0.1111
4014,10,13,11,6,0.1111
1849,4,32,7,5,0.1111
4000,10,12,11,6,0.1111
2100,5,10,11,6,0.1111
3402,8,24,7,5,0.1111
2165,5,16,11,6,0.1111
3355,8,21,7,5,0.1111
3439,8,27,11,6,0.1111
3346,8,19,7,5,0.1111
3451,8,29,6,8,0.1111
3452,8,29,7,5,0.1111
2148,5,15,7,5,0.1111
3494,8,34,11,6,0.1111
2136,5,14,7,5,0.1111
2109,5,12,7,5,0.1111
3306,8,16,11,6,0.1111
3990,10,10,11,6,0.1111
3274,8,14,6,8,0.1111
3813,10,1,7,5,0.1111
3816,10,1,11,6,0.1111
3839,10,2,11,6,0.1111
3862,10,3,11,6,0.1111
3247,8,12,6,8,0.1111
3880,10,4,7,5,0.1111
3904,10,5,11,6,0.1111
3920,10,6,11,6,0.1111
3236,8,10,11,6,0.1111
3954,10,8,11,6,0.1111
4325,11,22,11,8,0.1111
4332,11,24,7,5,0.1111
4337,11,26,11,8,0.1111
4464,12,34,11,8,0.1111
4432,12,22,11,8,0.1111
4434,12,23,7,5,0.1111
4442,12,26,7,5,0.1111
4443,12,26,11,8,0.1111
4446,12,27,11,6,0.1111
4450,12,29,7,5,0.1111
4453,12,29,11,8,0.1111
4456,12,32,7,5,0.1111
4457,12,32,11,8,0.1111
4460,12,33,11,8,0.1111
4463,12,34,11,6,0.1111
4480,13,1,11,8,0.1111
4426,12,17,11,8,0.1111
1698,4,17,7,5,0.1111
3031,7,34,11,8,0.1111
3030,7,34,6,8,0.1111
1683,4,15,7,5,0.1111
4533,13,6,7,5,0.1111
4537,13,6,11,8,0.1111
4550,13,7,11,8,0.1111
1674,4,14,7,5,0.1111
4585,13,10,11,6,0.1111
3022,7,33,11,8,0.1111
1654,4,12,7,5,0.1111
4431,12,22,7,5,0.1111
4424,12,17,7,5,0.1111
4340,11,29,7,5,0.1111
4370,12,5,7,5,0.1111
4341,11,29,11,8,0.1111
4345,11,32,11,8,0.1111
4350,11,33,11,8,0.1111
4351,11,34,6,8,0.1111
4352,11,34,11,8,0.1111
1758,4,22,7,5,0.1111
4359,12,1,7,5,0.1111
4361,12,1,11,8,0.1111
4363,12,2,7,5,0.1111
4366,12,3,7,5,0.1111
4368,12,4,7,5,0.1111
4374,12,6,7,5,0.1111
4422,12,16,11,6,0.1111
4378,12,6,11,8,0.1111
4382,12,7,11,8,0.1111
4384,12,8,6,8,0.1111
4391,12,10,11,6,0.1111
2268,5,24,7,5,0.1111
4396,12,11,11,8,0.1111
4403,12,12,11,8,0.1111
4409,12,13,11,8,0.1111
4415,12,14,11,8,0.1111
4417,12,15,7,5,0.1111
4420,12,15,11,8,0.1111
1191,3,12,7,5,0.1111
2953,7,19,7,5,0.1111
2593,6,16,11,6,0.1111
2539,6,10,11,6,0.1111
7285,23,34,2,1,0.1071
1707,4,18,2,1,0.1071
2602,6,18,2,1,0.1071
5705,18,1,2,1,0.1071
5789,18,6,2,1,0.1071
2179,5,18,2,1,0.1071
5722,18,2,2,1,0.1071
782,2,18,2,1,0.1071
298,1,18,2,1,0.1071
4850,14,8,2,1,0.1071
9786,37,23,2,1,0.1071
1261,3,18,2,1,0.1071
9800,37,27,2,1,0.1071
8252,27,34,2,1,0.1071
5882,18,18,2,1,0.1071
9815,37,34,2,1,0.1071
5772,18,5,2,1,0.1071
4061,10,18,2,1,0.1071
9354,34,23,2,1,0.1071
5739,18,3,2,1,0.1071
5756,18,4,2,1,0.1071
9372,34,27,2,1,0.1071
7304,23,37,2,1,0.1071
3269,8,14,2,1,0.1071
8276,27,37,2,1,0.1071
5832,18,10,2,1,0.1071
9435,34,37,2,1,0.1071
8317,28,7,1,1,0.1053
2311,5,29,1,1,0.1053
3334,8,19,1,1,0.1053
3495,8,35,1,1,0.1053
2941,7,18,1,1,0.1053
4774,14,2,2,4,0.1053
8836,32,6,2,4,0.1053
5016,14,27,2,4,0.1053
4481,13,2,1,1,0.1053
917,2,32,2,4,0.1053
5907,18,21,1,1,0.1053
8325,28,9,1,1,0.1053
8312,28,6,1,1,0.1053
8130,27,18,1,1,0.1053
8330,28,10,1,1,0.1053
9783,37,23,1,1,0.1053
719,2,13,1,1,0.1053
2907,7,13,1,1,0.1053
899,2,29,1,1,0.1053
9026,32,32,2,4,0.1053
8306,28,5,1,1,0.1053
3469,8,32,2,4,0.1053
4021,10,14,2,4,0.1053
4789,14,3,2,4,0.1053
3032,7,35,1,1,0.1053
4804,14,4,2,4,0.1053
8987,32,23,2,4,0.1053
1840,4,32,2,4,0.1053
8283,28,1,1,1,0.1053
4816,14,5,2,4,0.1053
6504,21,18,1,1,0.1053
1194,3,13,1,1,0.1053
4831,14,6,2,4,0.1053
2703,6,28,1,1,0.1053
4852,14,8,2,4,0.1053
6202,19,14,2,4,0.1053
9644,35,34,1,1,0.1053
6317,19,27,1,1,0.1053
5959,18,27,1,1,0.1053
4876,14,10,2,4,0.1053
7810,26,7,1,1,0.1053
4909,14,14,2,4,0.1053
2708,6,29,1,1,0.1053
8820,32,5,2,4,0.1053
942,2,35,1,1,0.1053
8301,28,4,1,1,0.1053
1214,3,14,2,4,0.1053
4955,14,19,2,4,0.1053
5914,18,22,1,1,0.1053
4494,13,3,1,1,0.1053
4981,14,23,2,4,0.1053
2728,6,32,2,4,0.1053
9291,34,15,1,1,0.1053
1434,3,35,1,1,0.1053
9387,34,31,1,1,0.1053
6883,22,24,1,1,0.1053
8421,29,2,1,1,0.1053
7922,26,29,1,1,0.1053
4167,10,28,1,1,0.1053
6868,22,23,1,1,0.1053
8882,32,10,2,4,0.1053
8408,29,1,1,1,0.1053
8343,28,15,1,1,0.1053
2332,5,32,2,4,0.1053
5256,15,35,1,1,0.1053
5251,15,34,1,1,0.1053
8529,29,15,1,1,0.1053
7118,23,10,1,1,0.1053
5500,16,28,1,1,0.1053
5458,16,23,1,1,0.1053
6889,22,25,1,1,0.1053
8431,29,3,1,1,0.1053
8492,29,10,1,1,0.1053
3716,9,22,1,1,0.1053
8449,29,5,1,1,0.1053
9462,35,3,1,1,0.1053
8484,29,9,1,1,0.1053
5428,16,19,1,1,0.1053
9423,34,35,1,1,0.1053
3271,8,14,2,4,0.1053
6169,19,10,1,1,0.1053
9452,35,2,1,1,0.1053
8458,29,6,1,1,0.1053
3772,9,29,1,1,0.1053
8468,29,7,1,1,0.1053
6970,22,35,1,1,0.1053
9504,35,7,1,1,0.1053
5238,15,29,1,1,0.1053
9506,35,8,1,1,0.1053
8594,29,26,1,1,0.1053
7301,23,37,1,1,0.1053
2132,5,14,2,4,0.1053
6137,19,8,1,1,0.1053
8347,28,16,1,1,0.1053
5997,18,34,1,1,0.1053
8612,29,29,1,1,0.1053
7282,23,34,1,1,0.1053
9298,34,16,1,1,0.1053
7271,23,32,2,4,0.1053
1815,4,28,1,1,0.1053
9579,35,22,1,1,0.1053
738,2,14,2,4,0.1053
9313,34,18,1,1,0.1053
6730,22,9,1,1,0.1053
1412,3,32,2,4,0.1053
5234,15,28,1,1,0.1053
453,1,32,2,4,0.1053
8100,27,14,2,4,0.1053
8861,32,8,2,4,0.1053
1390,3,29,1,1,0.1053
8143,27,19,1,1,0.1053
9351,34,23,1,1,0.1053
8953,32,19,2,4,0.1053
9539,35,15,1,1,0.1053
5523,16,34,1,1,0.1053
8389,28,28,1,1,0.1053
7157,23,14,2,4,0.1053
6810,22,18,1,1,0.1053
8536,29,16,1,1,0.1053
5505,16,29,1,1,0.1053
2305,5,28,1,1,0.1053
3767,9,28,1,1,0.1053
8757,32,1,2,4,0.1053
2999,7,29,1,1,0.1053
4538,13,7,1,1,0.1053
2563,6,14,2,4,0.1053
2984,7,26,1,1,0.1053
422,1,28,1,1,0.1053
2997,7,28,1,1,0.1053
1671,4,14,2,4,0.1053
8742,31,34,1,1,0.1053
4220,10,37,1,1,0.1053
248,1,14,2,4,0.1053
7700,25,22,1,1,0.1053
9744,37,10,1,1,0.1053
8775,32,2,2,4,0.1053
428,1,29,1,1,0.1053
6350,19,32,2,4,0.1053
4188,10,32,2,4,0.1053
9007,32,27,2,4,0.1053
5799,18,7,1,1,0.1053
6211,19,16,1,1,0.1053
8728,31,27,1,1,0.1053
8242,27,32,2,4,0.1053
4758,14,1,2,4,0.1053
8804,32,4,2,4,0.1053
8791,32,3,2,4,0.1053
8231,27,31,1,1,0.1053
461,1,32,5,7,0.1
4322,11,22,6,5,0.1
7834,26,11,6,5,0.1
8875,32,9,5,1,0.1
8888,32,10,5,1,0.1
8876,32,9,5,7,0.1
4334,11,26,6,5,0.1
3197,8,8,6,5,0.1
2871,7,8,5,1,0.1
8977,32,22,5,7,0.1
3475,8,32,6,5,0.1
1592,4,7,5,1,0.1
2831,7,5,5,1,0.1
8889,32,10,5,7,0.1
3019,7,33,6,5,0.1
9035,32,32,6,5,0.1
3014,7,32,6,5,0.1
3287,8,15,6,5,0.1
4547,13,7,6,5,0.1
4347,11,33,6,5,0.1
6894,22,26,5,7,0.1
8828,32,5,5,7,0.1
400,1,26,5,7,0.1
8959,32,19,5,1,0.1
8765,32,1,5,7,0.1
8932,32,17,6,5,0.1
2898,7,11,6,5,0.1
5595,17,8,6,5,0.1
8960,32,19,5,7,0.1
3479,8,33,6,5,0.1
925,2,32,5,7,0.1
924,2,32,5,1,0.1
5657,17,22,6,5,0.1
4644,13,17,6,5,0.1
6895,22,26,6,5,0.1
2937,7,17,6,5,0.1
2929,7,15,6,5,0.1
4194,10,32,5,1,0.1
8976,32,22,5,1,0.1
5637,17,17,6,5,0.1
2779,7,1,5,1,0.1
1118,3,7,5,1,0.1
2914,7,13,5,1,0.1
4546,13,7,5,7,0.1
7912,26,26,6,5,0.1
9113,33,15,6,5,0.1
2872,7,8,5,7,0.1
9124,33,22,6,5,0.1
2891,7,10,5,1,0.1
6724,22,8,6,5,0.1
7088,23,7,5,7,0.1
4610,13,13,6,5,0.1
6356,19,32,5,1,0.1
6861,22,22,6,5,0.1
2873,7,8,6,5,0.1
5619,17,13,6,5,0.1
7847,26,13,6,5,0.1
4265,11,7,6,5,0.1
4545,13,7,5,1,0.1
6357,19,32,5,7,0.1
4195,10,32,5,7,0.1
5609,17,11,6,5,0.1
1798,4,26,5,7,0.1
7247,23,26,5,7,0.1
2036,5,7,5,1,0.1
3607,9,7,5,1,0.1
9087,33,7,6,5,0.1
4706,13,26,6,5,0.1
2339,5,32,5,1,0.1
5628,17,15,6,5,0.1
9106,33,13,6,5,0.1
4273,11,8,6,5,0.1
4629,13,15,6,5,0.1
4342,11,32,6,5,0.1
3310,8,17,6,5,0.1
2916,7,13,6,5,0.1
2915,7,13,5,7,0.1
6316,19,26,5,7,0.1
2818,7,4,5,1,0.1
8890,32,11,6,5,0.1
8812,32,4,5,7,0.1
4151,10,26,5,7,0.1
7278,23,32,5,7,0.1
6948,22,32,6,5,0.1
8997,32,26,6,5,0.1
9143,33,33,6,5,0.1
2285,5,26,5,7,0.1
8811,32,4,5,1,0.1
6947,22,32,5,7,0.1
6946,22,32,5,1,0.1
3179,8,7,6,5,0.1
8868,32,8,5,1,0.1
3259,8,13,6,5,0.1
8901,32,13,6,5,0.1
4590,13,11,6,5,0.1
2807,7,3,5,1,0.1
6135,19,7,5,1,0.1
150,1,7,5,1,0.1
9118,33,17,6,5,0.1
7862,26,15,6,5,0.1
9131,33,26,6,5,0.1
6952,22,33,6,5,0.1
648,2,7,5,1,0.1
2340,5,32,5,7,0.1
6705,22,7,6,5,0.1
5588,17,7,6,5,0.1
4560,13,8,6,5,0.1
3373,8,22,6,5,0.1
8993,32,23,5,1,0.1
3756,9,26,5,7,0.1
2976,7,23,5,7,0.1
8783,32,2,5,7,0.1
9039,32,33,6,5,0.1
9138,33,32,6,5,0.1
7888,26,22,6,5,0.1
2794,7,2,5,1,0.1
9092,33,8,6,5,0.1
7277,23,32,5,1,0.1
9033,32,32,5,1,0.1
4308,11,15,6,5,0.1
6703,22,7,5,1,0.1
8994,32,23,5,7,0.1
6772,22,13,6,5,0.1
6789,22,15,6,5,0.1
8919,32,15,6,5,0.1
1847,4,32,5,1,0.1
8900,32,13,5,7,0.1
4736,13,33,6,5,0.1
3931,10,7,5,1,0.1
8899,32,13,5,1,0.1
6756,22,11,6,5,0.1
9034,32,32,5,7,0.1
8782,32,2,5,1,0.1
8870,32,8,6,5,0.1
2951,7,19,5,1,0.1
2987,7,26,6,5,0.1
4287,11,11,6,5,0.1
7820,26,8,6,5,0.1
7935,26,33,6,5,0.1
8851,32,7,6,5,0.1
6804,22,17,6,5,0.1
3242,8,11,6,5,0.1
8764,32,1,5,1,0.1
8827,32,5,5,1,0.1
7931,26,32,6,5,0.1
5671,17,26,6,5,0.1
8978,32,22,6,5,0.1
2880,7,9,5,1,0.1
5686,17,32,6,5,0.1
4729,13,32,5,1,0.1
7868,26,17,6,5,0.1
3786,9,32,5,1,0.1
7813,26,7,6,5,0.1
2964,7,22,6,5,0.1
4315,11,17,6,5,0.1
2857,7,7,6,5,0.1
460,1,32,5,1,0.1
2962,7,22,5,1,0.1
4731,13,32,6,5,0.1
3787,9,32,5,7,0.1
8869,32,8,5,7,0.1
9098,33,11,6,5,0.1
4675,13,22,6,5,0.1
2855,7,7,5,1,0.1
4730,13,32,5,7,0.1
5691,17,33,6,5,0.1
4301,11,13,6,5,0.1
3418,8,26,6,5,0.1
1848,4,32,5,7,0.1
8749,31,38,1,1,0.0952
9880,38,31,1,1,0.0952
9851,38,13,1,1,0.0952
3516,8,38,1,1,0.0952
9845,38,8,1,1,0.0952
4750,13,38,1,1,0.0952
7569,24,38,1,1,0.0952
3027,7,34,3,3,0.0909
1628,4,9,8,9,0.0909
7895,26,23,1,3,0.0909
1358,3,25,8,9,0.0909
5230,15,27,3,3,0.0909
7686,25,19,1,3,0.0909
8234,27,31,3,3,0.0909
8385,28,27,1,3,0.0909
9029,32,32,3,7,0.0909
2328,5,32,1,3,0.0909
1377,3,27,3,3,0.0909
563,2,3,3,3,0.0909
5203,15,22,3,3,0.0909
8390,28,28,1,3,0.0909
1810,4,27,3,3,0.0909
5205,15,23,1,3,0.0909
7905,26,25,1,3,0.0909
9365,34,25,8,9,0.0909
2852,7,7,3,7,0.0909
4407,12,13,8,9,0.0909
2851,7,7,3,3,0.0909
7899,26,24,1,3,0.0909
1894,5,1,3,3,0.0909
8396,28,29,1,3,0.0909
1836,4,32,1,3,0.0909
8169,27,22,3,3,0.0909
5235,15,28,1,3,0.0909
3214,8,9,8,9,0.0909
7704,25,23,1,3,0.0909
7753,25,34,8,9,0.0909
7728,25,26,1,3,0.0909
9415,34,34,3,3,0.0909
84,1,4,3,3,0.0909
1309,3,22,3,3,0.0909
3789,9,34,1,3,0.0909
5987,18,32,1,3,0.0909
3790,9,34,8,9,0.0909
2815,7,4,3,7,0.0909
2506,6,8,3,3,0.0909
1970,5,4,3,3,0.0909
2427,6,3,3,3,0.0909
1751,4,22,3,3,0.0909
7029,23,3,3,7,0.0909
4572,13,9,8,9,0.0909
1322,3,23,1,3,0.0909
2814,7,4,3,3,0.0909
2479,6,6,3,3,0.0909
1075,3,5,3,3,0.0909
1833,4,31,3,3,0.0909
8211,27,27,3,3,0.0909
2803,7,3,3,3,0.0909
3262,8,13,8,9,0.0909
8916,32,15,1,3,0.0909
3768,9,28,1,3,0.0909
2804,7,3,3,7,0.0909
1664,4,13,8,9,0.0909
9017,32,31,1,3,0.0909
8918,32,15,3,3,0.0909
3776,9,29,8,9,0.0909
7743,25,29,1,3,0.0909
1051,3,4,3,3,0.0909
3782,9,31,1,3,0.0909
3785,9,32,3,7,0.0909
481,1,34,8,9,0.0909
539,2,2,3,3,0.0909
2827,7,5,3,3,0.0909
786,2,18,3,3,0.0909
2828,7,5,3,7,0.0909
3075,8,2,3,3,0.0909
2839,7,6,3,3,0.0909
1348,3,24,8,9,0.0909
7757,25,35,8,9,0.0909
5254,15,34,3,3,0.0909
8404,28,35,1,3,0.0909
9163,34,1,8,9,0.0909
5250,15,32,3,3,0.0909
8944,32,18,3,3,0.0909
6287,19,23,1,3,0.0909
5248,15,32,1,3,0.0909
9009,32,27,3,3,0.0909
8226,27,29,1,3,0.0909
5245,15,31,3,3,0.0909
9376,34,27,3,3,0.0909
2334,5,32,3,3,0.0909
9390,34,31,3,3,0.0909
1920,5,2,3,3,0.0909
8938,32,18,1,3,0.0909
1946,5,3,3,3,0.0909
3253,8,13,1,3,0.0909
9158,34,1,3,3,0.0909
9399,34,32,3,3,0.0909
4598,13,12,8,9,0.0909
9879,38,29,1,3,0.0909
6011,18,35,1,3,0.0909
2335,5,32,3,7,0.0909
8221,27,28,1,3,0.0909
1331,3,23,3,7,0.0909
9393,34,32,1,3,0.0909
7919,26,27,1,3,0.0909
8415,29,1,8,9,0.0909
4563,13,8,8,9,0.0909
7921,26,28,1,3,0.0909
1605,4,8,3,3,0.0909
8383,28,26,1,3,0.0909
4491,13,2,8,9,0.0909
1577,4,6,3,3,0.0909
2944,7,18,3,3,0.0909
607,2,5,3,3,0.0909
2207,5,19,8,9,0.0909
4544,13,7,3,7,0.0909
2576,6,15,3,3,0.0909
7607,25,5,8,9,0.0909
2948,7,19,3,7,0.0909
4978,14,23,1,3,0.0909
8307,28,5,1,3,0.0909
8313,28,6,1,3,0.0909
9238,34,7,3,3,0.0909
4728,13,32,3,7,0.0909
4953,14,19,1,3,0.0909
7818,26,8,1,3,0.0909
2955,7,21,1,3,0.0909
8302,28,4,1,3,0.0909
685,2,9,8,9,0.0909
1467,4,1,3,3,0.0909
5949,18,25,1,3,0.0909
4720,13,29,1,3,0.0909
6264,19,21,1,3,0.0909
8955,32,19,3,7,0.0909
7385,24,7,1,3,0.0909
2928,7,15,3,3,0.0909
9874,38,26,1,3,0.0909
5026,14,29,1,3,0.0909
9251,34,8,3,3,0.0909
8320,28,8,1,3,0.0909
7626,25,8,8,9,0.0909
8318,28,7,1,3,0.0909
2994,7,27,3,3,0.0909
1027,3,3,3,3,0.0909
4058,10,18,1,3,0.0909
2298,5,27,3,3,0.0909
3176,8,7,3,3,0.0909
7390,24,8,1,3,0.0909
5013,14,27,1,3,0.0909
9022,32,32,1,3,0.0909
361,1,23,1,3,0.0909
5940,18,24,1,3,0.0909
7397,24,8,8,9,0.0909
1711,4,18,3,3,0.0909
5004,14,26,1,3,0.0909
2960,7,22,3,3,0.0909
2961,7,22,3,7,0.0909
6056,19,2,8,9,0.0909
1533,4,4,3,3,0.0909
1682,4,15,3,3,0.0909
9212,34,5,3,3,0.0909
8201,27,26,1,3,0.0909
629,2,6,3,3,0.0909
4746,13,35,8,9,0.0909
9200,34,4,3,3,0.0909
4514,13,4,8,9,0.0909
4751,13,38,1,3,0.0909
645,2,7,3,7,0.0909
7528,24,26,1,3,0.0909
515,2,1,3,3,0.0909
644,2,7,3,3,0.0909
4112,10,23,1,3,0.0909
7570,24,38,1,3,0.0909
8989,32,23,3,7,0.0909
7546,24,29,1,3,0.0909
5967,18,27,3,3,0.0909
8272,27,35,8,9,0.0909
4525,13,5,8,9,0.0909
1555,4,5,3,3,0.0909
8284,28,1,1,3,0.0909
7585,25,2,8,9,0.0909
1842,4,32,3,3,0.0909
1843,4,32,3,7,0.0909
7600,25,4,8,9,0.0909
9226,34,6,3,3,0.0909
7471,24,19,1,3,0.0909
8256,27,34,3,3,0.0909
1489,4,2,3,3,0.0909
8296,28,3,1,3,0.0909
4539,13,7,1,3,0.0909
2306,5,28,1,3,0.0909
130,1,6,3,3,0.0909
7593,25,3,8,9,0.0909
7490,24,22,1,3,0.0909
4504,13,3,8,9,0.0909
662,2,8,3,3,0.0909
2969,7,23,1,3,0.0909
7496,24,23,1,3,0.0909
6132,19,7,3,7,0.0909
9216,34,5,8,9,0.0909
8290,28,2,1,3,0.0909
1511,4,3,3,3,0.0909
9187,34,3,3,3,0.0909
1859,4,34,3,3,0.0909
9003,32,27,1,3,0.0909
3007,7,31,3,3,0.0909
1408,3,32,1,3,0.0909
1732,4,19,8,9,0.0909
5133,15,8,3,3,0.0909
9321,34,18,3,3,0.0909
3009,7,32,1,3,0.0909
5126,15,7,3,3,0.0909
8360,28,19,1,3,0.0909
8238,27,32,1,3,0.0909
1414,3,32,3,3,0.0909
5119,15,6,3,3,0.0909
4670,13,22,1,3,0.0909
4654,13,19,1,3,0.0909
5993,18,32,3,3,0.0909
1099,3,6,3,3,0.0909
5110,15,5,3,3,0.0909
106,1,5,3,3,0.0909
9174,34,2,3,3,0.0909
2879,7,9,3,7,0.0909
5102,15,4,3,3,0.0909
3193,8,8,3,3,0.0909
1405,3,31,3,3,0.0909
165,1,8,3,3,0.0909
8370,28,22,1,3,0.0909
6189,19,13,1,3,0.0909
1381,3,27,8,9,0.0909
3928,10,7,3,7,0.0909
5187,15,18,3,3,0.0909
9019,32,31,3,3,0.0909
6005,18,34,3,3,0.0909
9345,34,22,3,3,0.0909
753,2,15,3,3,0.0909
1385,3,28,1,3,0.0909
2325,5,31,3,3,0.0909
7881,26,21,1,3,0.0909
3011,7,32,3,3,0.0909
2867,7,8,3,3,0.0909
4552,13,8,1,3,0.0909
5170,15,15,3,3,0.0909
7679,25,18,1,3,0.0909
9335,34,19,8,9,0.0909
1814,4,27,8,9,0.0909
2868,7,8,3,7,0.0909
9028,32,32,3,3,0.0909
4444,12,27,8,9,0.0909
8965,32,22,1,3,0.0909
5036,14,31,1,3,0.0909
5053,14,34,1,3,0.0909
729,2,13,8,9,0.0909
2279,5,25,8,9,0.0909
8972,32,22,3,7,0.0909
9274,34,12,8,9,0.0909
5061,14,35,1,3,0.0909
1589,4,7,3,7,0.0909
7331,24,2,8,9,0.0909
7845,26,13,1,3,0.0909
2908,7,13,1,3,0.0909
3097,8,3,3,3,0.0909
7273,23,32,3,7,0.0909
1588,4,7,3,3,0.0909
8331,28,10,1,3,0.0909
7344,24,3,8,9,0.0909
7356,24,4,8,9,0.0909
4704,13,26,1,3,0.0909
8326,28,9,1,3,0.0909
9258,34,9,8,9,0.0909
7633,25,9,8,9,0.0909
9257,34,9,1,3,0.0909
6200,19,14,1,3,0.0909
8244,27,32,3,3,0.0909
7852,26,14,1,3,0.0909
5076,15,1,3,3,0.0909
5094,15,3,3,3,0.0909
147,1,7,3,7,0.0909
2888,7,10,3,7,0.0909
5984,18,31,3,3,0.0909
585,2,4,3,3,0.0909
2409,6,2,3,3,0.0909
9294,34,15,3,3,0.0909
1429,3,34,3,3,0.0909
8348,28,16,1,3,0.0909
5085,15,2,3,3,0.0909
346,1,22,3,3,0.0909
9284,34,14,1,3,0.0909
8344,28,15,1,3,0.0909
4680,13,23,1,3,0.0909
1816,4,28,1,3,0.0909
4462,12,34,8,9,0.0909
3053,8,1,3,3,0.0909
8971,32,22,3,3,0.0909
2998,7,28,1,3,0.0909
2913,7,13,3,7,0.0909
146,1,7,3,3,0.0909
1288,3,19,8,9,0.0909
6530,21,22,1,3,0.0909
6021,18,38,1,3,0.0909
8638,29,35,1,3,0.0909
6818,22,18,3,3,0.0909
8689,31,6,3,3,0.0909
910,2,31,3,3,0.0909
6717,22,8,3,3,0.0909
9607,35,25,8,9,0.0909
6535,21,23,1,3,0.0909
8816,32,5,1,3,0.0909
8603,29,27,1,3,0.0909
2356,5,34,8,9,0.0909
